TicketId,CustomerTier,Channel,Priority,ProductLine,ResponseTimeHours,ResolutionTimeHours,AgentExperienceYears,Escalated,CustomerSentimentScore,TicketSubject,TicketCategory
TKT-000468,Gold,Chat,Critical,MobileApp,30.6,22.4,11.6,0,-0.99,API rate limit exceeded,Technical
TKT-000469,Silver,Phone,Medium,EnterpriseERP,9.5,96.6,10,0,0.22,App crashes on startup,AccountAccess
TKT-000470,Silver,WebPortal,Medium,MobileApp,11.2,66,7,0,0.05,App crashes on startup,Shipping
TKT-000471,Platinum,WebPortal,Low,CloudSuite,0.5,71.4,3.3,0,-0.18,Cannot reset password,AccountAccess
TKT-000472,Silver,Chat,High,CloudSuite,10.4,51.8,2,1,0.39,Invoice discrepancy for March,Shipping
TKT-000473,Silver,Chat,Critical,MobileApp,5.3,94.8,7.6,1,-0.08,API rate limit exceeded,ProductInquiry
TKT-000474,Platinum,Chat,Critical,MobileApp,21.5,50.1,11.4,0,0.63,Delayed shipment tracking,Billing
TKT-000475,Bronze,Email,Medium,EnterpriseERP,44.8,98.7,6.8,0,-0.97,Invoice discrepancy for March,Billing
TKT-000476,Platinum,WebPortal,Critical,CloudSuite,46.2,52.1,3.4,0,-0.24,API rate limit exceeded,Technical
TKT-000477,Gold,WebPortal,Medium,MobileApp,18.2,88.7,10.6,0,0.87,App crashes on startup,AccountAccess
TKT-000478,Silver,Phone,Critical,RetailPOS,15.9,80.9,3.5,0,-0.35,Cannot reset password,Returns
TKT-000479,Bronze,Email,Critical,MobileApp,29.8,71.2,11.8,0,0.35,App crashes on startup,Returns
TKT-000480,Platinum,Chat,Low,CloudSuite,0.9,44.2,7.6,0,-0.57,Delayed shipment tracking,ProductInquiry
TKT-000481,Silver,Phone,Critical,EnterpriseERP,18.8,62.8,1,0,0.26,App crashes on startup,Technical
TKT-000482,Platinum,Phone,Low,EnterpriseERP,40.4,82.5,2.6,1,-0.03,Invoice discrepancy for March,ProductInquiry
TKT-000483,Gold,Email,Low,MobileApp,14.1,37.3,7.6,0,0.16,Cannot reset password,Billing
TKT-000484,Bronze,Phone,Low,CloudSuite,9.5,73,11.9,0,-0.66,Request refund for order #4421,AccountAccess
TKT-000485,Silver,Chat,High,EnterpriseERP,42.9,27.1,9.6,0,-0.68,Request refund for order #4421,Shipping
TKT-000486,Platinum,Email,High,MobileApp,13.5,62.4,7,0,-0.9,API rate limit exceeded,AccountAccess
TKT-000487,Bronze,Chat,High,EnterpriseERP,12.1,87.9,1.4,0,0.94,Cannot reset password,AccountAccess
TKT-000488,Silver,Phone,Low,MobileApp,29.3,28.6,5.8,0,0.49,App crashes on startup,Billing
TKT-000489,Gold,Phone,Medium,EnterpriseERP,19.9,1.2,7.3,0,-0.89,Cannot reset password,ProductInquiry
TKT-000490,Bronze,Email,Low,MobileApp,39.6,101.5,11.1,0,-0.14,App crashes on startup,Technical
TKT-000491,Silver,Phone,Critical,EnterpriseERP,44.8,82.6,11.2,0,-0.22,Invoice discrepancy for March,ProductInquiry
TKT-000492,Gold,Phone,Low,RetailPOS,40.4,93.7,5.9,0,-0.28,Delayed shipment tracking,AccountAccess
TKT-000493,Platinum,Phone,High,CloudSuite,30.3,68.6,2.1,0,0.4,Cannot reset password,Billing
TKT-000494,Silver,Phone,High,MobileApp,37.9,90,9.8,0,0.73,API rate limit exceeded,AccountAccess
TKT-000495,Platinum,Phone,High,EnterpriseERP,12.4,42.8,1,0,-0.39,Delayed shipment tracking,Shipping
TKT-000496,Gold,WebPortal,Critical,EnterpriseERP,45.5,102.8,9.8,0,-0.04,Delayed shipment tracking,ProductInquiry
TKT-000497,Gold,Email,Low,MobileApp,40,31.7,7.8,0,0.81,Request refund for order #4421,ProductInquiry
TKT-000498,Bronze,Email,Medium,EnterpriseERP,4.2,116.6,8.8,1,0.08,API rate limit exceeded,Billing
TKT-000499,Gold,Chat,Medium,RetailPOS,15.7,84.1,5.3,0,-0.91,Delayed shipment tracking,Shipping
TKT-000500,Gold,Phone,High,RetailPOS,16.2,92.6,8.9,0,0.51,Delayed shipment tracking,Technical
TKT-000501,Gold,Chat,High,EnterpriseERP,42.3,61.2,7.6,0,0.78,Request refund for order #4421,Billing
TKT-000502,Platinum,Phone,Medium,RetailPOS,16.4,61.2,8.7,1,0.67,Delayed shipment tracking,Returns
TKT-000503,Platinum,WebPortal,Critical,MobileApp,3.3,111.8,2.7,0,0.16,Request refund for order #4421,Billing
TKT-000504,Bronze,WebPortal,Low,MobileApp,38.3,50.1,12,0,0.1,Delayed shipment tracking,Billing
TKT-000505,Silver,Phone,High,EnterpriseERP,11.5,87.8,4.6,0,0.86,Cannot reset password,Shipping
TKT-000506,Platinum,Email,Low,MobileApp,18,56.8,9.4,0,0.33,Invoice discrepancy for March,ProductInquiry
TKT-000507,Silver,Email,Low,CloudSuite,1.3,33.2,5.9,0,-0.62,API rate limit exceeded,ProductInquiry
TKT-000508,Gold,Email,High,RetailPOS,22.3,49.9,2,0,0.85,Request refund for order #4421,AccountAccess
TKT-000509,Platinum,Email,Low,EnterpriseERP,16,81.2,11.4,0,0.72,API rate limit exceeded,Billing
TKT-000510,Bronze,WebPortal,Medium,MobileApp,24.2,14.7,9,0,0.05,Invoice discrepancy for March,Billing
TKT-000511,Platinum,Chat,High,RetailPOS,3.5,56.5,3.1,0,0.03,Delayed shipment tracking,Shipping
TKT-000512,Bronze,Chat,Critical,RetailPOS,34.8,107.8,7.2,0,-0.31,Request refund for order #4421,Returns
TKT-000513,Gold,WebPortal,Low,CloudSuite,7.2,6.4,3.3,0,-0.48,Cannot reset password,ProductInquiry
TKT-000514,Silver,Email,High,EnterpriseERP,36.3,84.5,2.9,1,0.35,Request refund for order #4421,AccountAccess
TKT-000515,Gold,Email,High,EnterpriseERP,15.6,76.2,10,0,-0.05,Invoice discrepancy for March,Shipping
TKT-000516,Gold,Chat,Medium,EnterpriseERP,3.6,38.8,2.6,0,-0.81,Cannot reset password,AccountAccess
TKT-000517,Bronze,Phone,High,RetailPOS,5,72,5.6,0,-0.71,Cannot reset password,Billing
TKT-000518,Silver,Chat,Medium,MobileApp,32.1,44.4,7.4,0,0.62,Request refund for order #4421,Technical
TKT-000519,Gold,WebPortal,Critical,CloudSuite,17.3,76.6,5.8,0,0.61,Request refund for order #4421,AccountAccess
TKT-000520,Bronze,WebPortal,Medium,CloudSuite,45.6,14.5,1.6,1,0.93,API rate limit exceeded,AccountAccess
TKT-000521,Platinum,Phone,Critical,RetailPOS,40.2,1.3,5.6,0,0.77,API rate limit exceeded,ProductInquiry
TKT-000522,Gold,Phone,Critical,CloudSuite,38.9,69.2,1.5,0,0.94,API rate limit exceeded,ProductInquiry
TKT-000523,Bronze,Email,Medium,RetailPOS,19.1,21.6,11.5,0,0.86,Invoice discrepancy for March,Billing
TKT-000524,Platinum,Email,Low,MobileApp,35.6,70.2,10.2,0,-0.61,Invoice discrepancy for March,AccountAccess
TKT-000525,Bronze,Email,High,MobileApp,27.5,103.6,9.9,0,-0.27,Request refund for order #4421,Billing
TKT-000526,Gold,Phone,Medium,MobileApp,15.8,28,5.3,0,0.15,Request refund for order #4421,AccountAccess
TKT-000527,Platinum,WebPortal,Low,CloudSuite,25.6,46.7,1.1,1,0.69,Invoice discrepancy for March,Technical
TKT-000528,Silver,Email,Low,MobileApp,7.1,15.7,9.7,0,0.87,App crashes on startup,Technical
TKT-000529,Bronze,WebPortal,Low,RetailPOS,14.5,1,4.8,1,-0.88,API rate limit exceeded,Billing
TKT-000530,Platinum,WebPortal,Low,RetailPOS,39.7,76.1,6,1,-0.1,Request refund for order #4421,Returns
TKT-000531,Platinum,Chat,Medium,EnterpriseERP,31,106.1,9.3,0,0.92,Request refund for order #4421,Shipping
TKT-000532,Platinum,Chat,Medium,RetailPOS,26,80.2,10.2,0,-0.43,Cannot reset password,Shipping
TKT-000533,Bronze,WebPortal,High,RetailPOS,24.1,30.1,7.7,0,-0.75,API rate limit exceeded,Returns
TKT-000534,Bronze,Phone,Low,MobileApp,14.4,2.2,3.5,0,0.01,API rate limit exceeded,AccountAccess
TKT-000535,Platinum,Chat,High,RetailPOS,13.2,70.4,8.5,0,-0.76,Invoice discrepancy for March,Technical
TKT-000536,Gold,Email,Critical,CloudSuite,24.3,54.3,2.5,0,0.5,App crashes on startup,Shipping
TKT-000537,Silver,WebPortal,Medium,EnterpriseERP,5.1,96.6,7.4,0,0.03,App crashes on startup,Technical
TKT-000538,Platinum,WebPortal,Low,CloudSuite,42.2,25.8,7.6,0,0.67,Cannot reset password,ProductInquiry
TKT-000539,Gold,Email,Low,MobileApp,46.2,33.4,9,0,-0.95,App crashes on startup,Technical
TKT-000540,Bronze,WebPortal,Low,RetailPOS,25.1,106.1,1.9,1,0.64,Invoice discrepancy for March,Billing
TKT-000541,Silver,WebPortal,Low,RetailPOS,38.2,28.3,2.1,0,-0.76,App crashes on startup,Billing
TKT-000542,Silver,Email,Low,CloudSuite,40.1,95,9.5,1,-0.88,App crashes on startup,Billing
TKT-000543,Silver,Email,High,EnterpriseERP,34.2,8.2,9.2,0,0.65,API rate limit exceeded,Returns
TKT-000544,Gold,WebPortal,High,CloudSuite,38.2,38.2,11.6,0,-0.61,Cannot reset password,Billing
TKT-000545,Gold,Phone,Low,RetailPOS,5.8,96.8,1.4,0,0.67,Cannot reset password,Returns
TKT-000546,Silver,Email,Critical,RetailPOS,27.6,86.8,5,0,-0.96,Cannot reset password,Returns
TKT-000547,Silver,Email,Medium,EnterpriseERP,16.1,87.4,9.5,0,0.83,Request refund for order #4421,Billing
TKT-000548,Bronze,WebPortal,Low,EnterpriseERP,19.9,102.7,11.8,0,0.67,App crashes on startup,Shipping
TKT-000549,Bronze,WebPortal,Medium,EnterpriseERP,14.3,92.6,5.1,0,-0.05,Invoice discrepancy for March,AccountAccess
TKT-000550,Gold,WebPortal,Low,MobileApp,34,74.7,3.8,0,0.94,Invoice discrepancy for March,Billing
TKT-000551,Bronze,WebPortal,Critical,MobileApp,10.1,51.4,1.1,0,0.95,App crashes on startup,Returns
TKT-000552,Bronze,Phone,Low,EnterpriseERP,25.4,111.1,5,0,-0.13,Request refund for order #4421,Technical
TKT-000553,Platinum,Chat,Critical,RetailPOS,8.2,11.6,7.3,0,-0.63,Delayed shipment tracking,ProductInquiry
TKT-000554,Silver,Chat,Critical,EnterpriseERP,38.1,56.5,1.2,0,-0.8,App crashes on startup,AccountAccess
TKT-000555,Bronze,Chat,Medium,RetailPOS,41.1,93.4,1.2,0,-0.94,Request refund for order #4421,Technical
TKT-000556,Silver,WebPortal,Critical,RetailPOS,6.9,50.9,1.6,1,-0.43,API rate limit exceeded,ProductInquiry
TKT-000557,Platinum,Phone,High,RetailPOS,46,45.5,11.9,0,0,App crashes on startup,Shipping
TKT-000558,Bronze,Email,High,EnterpriseERP,13.2,84.7,1,1,-0.74,App crashes on startup,Shipping
TKT-000559,Gold,Phone,Critical,CloudSuite,15.9,109.6,7.7,0,-0.68,App crashes on startup,Billing
TKT-000560,Gold,Chat,Low,RetailPOS,9.6,26.3,11.5,1,0.24,API rate limit exceeded,AccountAccess
TKT-000561,Gold,Email,Low,CloudSuite,34.7,106.5,1.2,0,0.27,Invoice discrepancy for March,AccountAccess
TKT-000562,Platinum,Phone,Low,MobileApp,38,99.6,7.4,0,-0.87,Delayed shipment tracking,Billing
TKT-000563,Platinum,Phone,Low,RetailPOS,21.3,13.6,7.7,0,0.67,App crashes on startup,ProductInquiry
TKT-000564,Platinum,Email,Medium,CloudSuite,34.8,115,5.9,1,-0.12,Request refund for order #4421,Returns
TKT-000565,Platinum,WebPortal,Medium,MobileApp,29,112.1,11.7,0,0.56,Request refund for order #4421,Technical
TKT-000566,Bronze,Email,Low,MobileApp,10.1,102.1,1.4,0,-0.47,App crashes on startup,Shipping
TKT-000567,Silver,WebPortal,High,EnterpriseERP,3,78.4,11.2,0,-0.38,Request refund for order #4421,Billing
TKT-000568,Gold,Phone,Critical,CloudSuite,35.6,60.6,5.5,0,-0.36,Cannot reset password,AccountAccess
TKT-000569,Bronze,WebPortal,Low,MobileApp,43,21.3,6,0,-0.67,Cannot reset password,ProductInquiry
TKT-000570,Bronze,Email,Medium,RetailPOS,24.2,99.6,6.5,1,-0.59,Request refund for order #4421,AccountAccess
TKT-000571,Silver,Phone,High,RetailPOS,28.8,69,6.1,0,-0.49,Request refund for order #4421,ProductInquiry
TKT-000572,Gold,Email,Medium,CloudSuite,46.8,27.1,4.4,0,-0.74,Cannot reset password,Shipping
TKT-000573,Bronze,Email,Low,EnterpriseERP,26.3,76.3,6.5,0,-0.2,Invoice discrepancy for March,Shipping
TKT-000574,Silver,Chat,High,RetailPOS,42,29.9,2.3,0,0.77,Invoice discrepancy for March,ProductInquiry
TKT-000575,Bronze,Chat,High,CloudSuite,29.5,94.3,1.8,0,-0.79,Delayed shipment tracking,Shipping
TKT-000576,Silver,Phone,Critical,MobileApp,22.2,50,5,0,0.85,App crashes on startup,Shipping
TKT-000577,Silver,Phone,Medium,EnterpriseERP,32.1,1.3,2.9,0,-0.82,Delayed shipment tracking,Billing
TKT-000578,Gold,Email,Medium,EnterpriseERP,25.4,65.7,8.5,0,-0.53,Invoice discrepancy for March,Billing
TKT-000579,Bronze,Email,High,EnterpriseERP,18.2,119.9,11.9,0,0.82,API rate limit exceeded,ProductInquiry
TKT-000580,Platinum,WebPortal,Medium,RetailPOS,10.1,13.7,4,1,0.83,Request refund for order #4421,Shipping
TKT-000581,Platinum,WebPortal,High,RetailPOS,33.4,10.8,10.8,0,-0.92,Request refund for order #4421,ProductInquiry
TKT-000582,Platinum,Chat,High,EnterpriseERP,14.6,18.9,5.6,0,-1,Request refund for order #4421,Returns
TKT-000583,Bronze,Email,Critical,MobileApp,15.7,18.6,6.7,1,0.79,Request refund for order #4421,AccountAccess
TKT-000584,Bronze,Chat,Medium,MobileApp,16,39.4,5.8,0,-0.71,Invoice discrepancy for March,Shipping
TKT-000585,Platinum,Chat,High,MobileApp,21.3,3.9,11.9,0,0.19,App crashes on startup,AccountAccess
TKT-000586,Gold,Phone,Medium,MobileApp,42.9,115,9.7,0,0.72,Delayed shipment tracking,ProductInquiry
TKT-000587,Silver,WebPortal,Critical,MobileApp,20.8,61.5,9.8,0,-0.06,Invoice discrepancy for March,Returns
TKT-000588,Gold,Chat,Medium,MobileApp,5,23,0.5,0,-0.26,Delayed shipment tracking,Billing
TKT-000589,Gold,Email,High,MobileApp,39,92.4,8,1,-0.75,Invoice discrepancy for March,Shipping
TKT-000590,Platinum,WebPortal,Critical,MobileApp,16.9,49.4,5.3,0,-0.27,Request refund for order #4421,Shipping
TKT-000591,Bronze,Chat,High,RetailPOS,24.9,35.8,6.7,0,0.58,API rate limit exceeded,Shipping
TKT-000592,Silver,Phone,High,MobileApp,32.2,92.2,11.6,0,0.04,API rate limit exceeded,AccountAccess
TKT-000593,Gold,Email,Low,MobileApp,34.2,61.9,0.8,0,0.25,Request refund for order #4421,ProductInquiry
TKT-000594,Gold,Email,Low,RetailPOS,10.8,69.7,6.5,0,0.24,API rate limit exceeded,Billing
TKT-000595,Bronze,Chat,High,MobileApp,47.3,87.4,8.4,1,-0.72,Invoice discrepancy for March,AccountAccess
TKT-000596,Bronze,Chat,Medium,RetailPOS,4.1,43.5,1.2,0,0.41,Request refund for order #4421,Returns
TKT-000597,Gold,WebPortal,Low,CloudSuite,27.6,115.4,8.8,1,0.54,Request refund for order #4421,Returns
TKT-000598,Platinum,Chat,Medium,EnterpriseERP,9.1,87.2,4.5,0,-0.78,Delayed shipment tracking,Technical
TKT-000599,Platinum,WebPortal,Critical,CloudSuite,15.4,41.8,9.9,0,-0.85,Delayed shipment tracking,Returns
TKT-000600,Gold,WebPortal,Medium,MobileApp,24,92.8,6.2,0,-0.54,API rate limit exceeded,AccountAccess
TKT-000601,Platinum,WebPortal,Medium,MobileApp,28.9,105.8,6.2,1,-0.69,Request refund for order #4421,Technical
TKT-000602,Gold,Email,Low,CloudSuite,47.4,22.3,6.4,0,0.31,API rate limit exceeded,Billing
TKT-000603,Gold,Phone,High,EnterpriseERP,23.1,42,11.4,0,-0.83,App crashes on startup,Returns
TKT-000604,Bronze,Phone,Medium,CloudSuite,20,96.3,10.6,0,0,Invoice discrepancy for March,Returns
TKT-000605,Bronze,Chat,Low,EnterpriseERP,8,75.8,3.3,0,0.38,App crashes on startup,Billing
TKT-000606,Gold,Chat,Critical,CloudSuite,16.7,60.1,6.3,0,0.6,Invoice discrepancy for March,Returns
TKT-000607,Silver,Email,Low,CloudSuite,41.8,62.7,4.9,0,-0.35,Request refund for order #4421,ProductInquiry
TKT-000608,Silver,Chat,Low,RetailPOS,12.2,92.9,2.7,0,-0.98,Cannot reset password,Billing
TKT-000609,Platinum,Email,Critical,CloudSuite,41.3,37.9,8.5,0,-0.51,Invoice discrepancy for March,Billing
TKT-000610,Bronze,Chat,Critical,CloudSuite,9,111.4,0.8,0,0.86,App crashes on startup,Returns
TKT-000611,Bronze,Chat,High,EnterpriseERP,34.3,36.1,0.8,0,-0.86,Delayed shipment tracking,AccountAccess
TKT-000612,Silver,Email,Medium,MobileApp,21.5,71.4,1.7,0,0.44,Cannot reset password,ProductInquiry
TKT-000613,Gold,Chat,Low,CloudSuite,35.7,63.8,7.4,0,0.52,Cannot reset password,Billing
TKT-000614,Bronze,Chat,Critical,RetailPOS,43.5,40.2,2.7,0,-0.32,Cannot reset password,Returns
TKT-000615,Gold,Phone,Critical,EnterpriseERP,22.4,46,4.7,0,0.86,Invoice discrepancy for March,AccountAccess
TKT-000616,Bronze,Phone,Critical,RetailPOS,30.1,118.6,0.7,0,1,Invoice discrepancy for March,Technical
TKT-000617,Bronze,WebPortal,High,CloudSuite,4.3,20.9,10.8,0,-0.54,Cannot reset password,Billing
TKT-000618,Platinum,WebPortal,Low,CloudSuite,10.7,89.4,11.1,0,0.28,API rate limit exceeded,Returns
TKT-000619,Gold,Phone,Critical,CloudSuite,47.8,48.5,10.6,0,0.65,App crashes on startup,Billing
TKT-000620,Silver,Chat,Critical,EnterpriseERP,33.4,34.6,11.7,0,0.02,Delayed shipment tracking,Technical
TKT-000621,Silver,Email,Critical,RetailPOS,29.8,85.8,5.1,0,0.36,Delayed shipment tracking,ProductInquiry
TKT-000622,Gold,Chat,Medium,RetailPOS,43.6,56.8,6,0,-0.24,Delayed shipment tracking,ProductInquiry
TKT-000623,Gold,Email,High,RetailPOS,32.9,81,5.5,0,0.17,App crashes on startup,Billing
TKT-000624,Silver,Email,Low,CloudSuite,25.1,106.8,7.4,0,0.37,Cannot reset password,Returns
TKT-000625,Platinum,WebPortal,Low,CloudSuite,26.4,95.8,1.4,0,-0.52,App crashes on startup,ProductInquiry
TKT-000626,Bronze,Chat,Low,EnterpriseERP,21.5,80.9,8.7,1,-0.67,App crashes on startup,Shipping
TKT-000627,Silver,Email,Low,RetailPOS,33.7,17.3,6.9,0,-0.88,Request refund for order #4421,Billing
TKT-000628,Bronze,WebPortal,High,MobileApp,24.1,18.2,5.4,0,0.14,API rate limit exceeded,Shipping
TKT-000629,Silver,Phone,High,EnterpriseERP,20.2,92.1,1.3,0,0.53,API rate limit exceeded,Shipping
TKT-000630,Gold,WebPortal,Critical,RetailPOS,30,77.5,0.6,1,0.54,Invoice discrepancy for March,Billing
TKT-000631,Platinum,Chat,Critical,CloudSuite,17.5,65.5,6,0,-0.55,Cannot reset password,Technical
TKT-000632,Platinum,Phone,High,RetailPOS,47.9,3.5,7.5,0,-0.55,Delayed shipment tracking,Returns
TKT-000633,Platinum,Email,Low,EnterpriseERP,20.2,4.2,7.8,0,0.74,Invoice discrepancy for March,Returns
TKT-000634,Silver,Chat,Critical,EnterpriseERP,18.1,33.2,10,1,0.16,Delayed shipment tracking,Technical
TKT-000635,Silver,Email,Low,RetailPOS,2.8,97.3,11.5,0,-0.66,App crashes on startup,Technical
TKT-000636,Bronze,WebPortal,Critical,EnterpriseERP,2.5,28.5,9.4,0,0.7,API rate limit exceeded,ProductInquiry
TKT-000637,Bronze,Chat,Critical,MobileApp,29.1,89.4,5,0,-0.1,Delayed shipment tracking,Technical
TKT-000638,Platinum,Chat,Low,MobileApp,32.1,22,10.8,0,-0.77,Delayed shipment tracking,Technical
TKT-000639,Platinum,Phone,Medium,CloudSuite,17.9,49.5,2.7,1,0.42,Cannot reset password,AccountAccess
TKT-000640,Silver,WebPortal,Medium,EnterpriseERP,36.1,107,7.3,0,0.68,Delayed shipment tracking,AccountAccess
TKT-000641,Gold,WebPortal,Critical,MobileApp,20.8,42.5,0.9,0,0.19,Request refund for order #4421,Technical
TKT-000642,Gold,Email,Critical,EnterpriseERP,28.7,5.5,3.7,1,0.14,Cannot reset password,AccountAccess
TKT-000643,Bronze,Chat,Critical,RetailPOS,26,87.7,11,0,-0.83,Delayed shipment tracking,Shipping
TKT-000644,Bronze,Chat,High,EnterpriseERP,36.7,89.6,8.2,0,0.59,Request refund for order #4421,AccountAccess
TKT-000645,Platinum,Phone,High,CloudSuite,36.2,118.5,7.8,0,-0.01,API rate limit exceeded,ProductInquiry
TKT-000646,Bronze,Phone,Low,MobileApp,13.7,96.1,2.3,1,-0.37,Delayed shipment tracking,Returns
TKT-000647,Bronze,Phone,Critical,EnterpriseERP,36.8,89.6,6.7,0,-0.42,API rate limit exceeded,Billing
TKT-000648,Silver,Email,High,EnterpriseERP,34.2,19.4,11.8,1,-0.54,Request refund for order #4421,Technical
TKT-000649,Bronze,Chat,High,CloudSuite,47.5,116.8,1.1,0,0,Cannot reset password,AccountAccess
TKT-000650,Bronze,Phone,High,MobileApp,38.7,51.3,6.4,0,-0.39,Invoice discrepancy for March,Shipping
TKT-000651,Bronze,Email,Critical,MobileApp,16.8,52.9,4.8,1,0.14,Invoice discrepancy for March,Returns
TKT-000652,Silver,WebPortal,Critical,EnterpriseERP,32,70.3,0.7,0,-0.41,Cannot reset password,Billing
TKT-000653,Bronze,Chat,Medium,EnterpriseERP,27.6,40.4,1,0,-0.27,Delayed shipment tracking,Shipping
TKT-000654,Platinum,Phone,Low,RetailPOS,14.8,6.6,4.1,0,-0.29,Request refund for order #4421,Returns
TKT-000655,Gold,Chat,High,MobileApp,19.8,23,11.4,0,-0.99,Delayed shipment tracking,Billing
TKT-000656,Gold,Chat,Medium,RetailPOS,19.3,99,2.3,1,0.35,Request refund for order #4421,AccountAccess
TKT-000657,Bronze,Chat,High,CloudSuite,9.4,72.1,2.2,1,0.16,App crashes on startup,Billing
TKT-000658,Bronze,Chat,High,CloudSuite,2.9,89.2,1.2,1,-0.69,App crashes on startup,AccountAccess
TKT-000659,Silver,WebPortal,High,RetailPOS,29.6,7.4,5,1,-0.82,Delayed shipment tracking,AccountAccess
TKT-000660,Silver,Chat,High,MobileApp,31.2,20.7,10.2,0,-0.58,Request refund for order #4421,Technical
TKT-000661,Silver,Phone,Critical,RetailPOS,14.2,96.5,9.7,0,0.54,Delayed shipment tracking,Technical
TKT-000662,Bronze,Chat,Critical,RetailPOS,30.4,89.6,9.2,1,0.6,Delayed shipment tracking,ProductInquiry
TKT-000663,Silver,WebPortal,Medium,RetailPOS,40.3,118.6,8.7,0,-1,App crashes on startup,Returns
TKT-000664,Bronze,Email,Medium,MobileApp,39.1,98.9,7.9,0,0.08,Invoice discrepancy for March,ProductInquiry
TKT-000665,Platinum,Email,Low,MobileApp,17.4,5.3,10.7,0,-0.57,API rate limit exceeded,Returns
TKT-000666,Bronze,WebPortal,Low,CloudSuite,18.4,94.9,3.4,0,0.03,Invoice discrepancy for March,Technical
TKT-000667,Bronze,Phone,High,MobileApp,45.4,67.2,4.9,0,0.11,API rate limit exceeded,Shipping
TKT-000668,Platinum,WebPortal,Critical,EnterpriseERP,27.7,101.9,5.3,1,-0.8,Invoice discrepancy for March,ProductInquiry
TKT-000669,Bronze,WebPortal,Medium,RetailPOS,9.5,29.9,3.8,0,-0.95,Delayed shipment tracking,Returns
TKT-000670,Platinum,WebPortal,High,CloudSuite,15.8,88.5,9.9,0,-0.67,App crashes on startup,AccountAccess
TKT-000671,Platinum,Email,High,MobileApp,41.4,69,11.7,0,0.45,Request refund for order #4421,ProductInquiry
TKT-000672,Platinum,Email,Medium,EnterpriseERP,46.8,101,10.2,0,0.73,Invoice discrepancy for March,Technical
TKT-000673,Silver,Chat,Medium,CloudSuite,33.6,52.6,7,1,-0.4,App crashes on startup,Shipping
TKT-000674,Platinum,Phone,High,CloudSuite,20.8,18.1,1.6,1,0.59,Request refund for order #4421,ProductInquiry
TKT-000675,Platinum,Email,Low,CloudSuite,13.9,82.5,4.6,1,-0.15,Delayed shipment tracking,Returns
TKT-000676,Bronze,Email,Low,RetailPOS,32.5,23.7,11.1,0,-0.2,Delayed shipment tracking,Technical
TKT-000677,Silver,WebPortal,Critical,CloudSuite,28.7,38.9,5.7,0,0.14,Invoice discrepancy for March,AccountAccess
TKT-000678,Gold,WebPortal,Low,CloudSuite,6.2,14,5.6,0,0.2,API rate limit exceeded,AccountAccess
TKT-000679,Gold,WebPortal,High,RetailPOS,11.4,108.2,6.4,0,-0.13,App crashes on startup,AccountAccess
TKT-000680,Bronze,Chat,Medium,RetailPOS,27.2,60.3,11.4,0,-0.1,Invoice discrepancy for March,Technical
TKT-000681,Bronze,WebPortal,High,CloudSuite,23.9,98.5,11.4,1,0.71,Cannot reset password,ProductInquiry
TKT-000682,Platinum,Phone,Critical,RetailPOS,46.4,45.6,6.9,0,0.77,Cannot reset password,Billing
TKT-000683,Gold,Email,High,MobileApp,5.5,25.5,1,1,-0.31,Delayed shipment tracking,Returns
TKT-000684,Platinum,Phone,Low,RetailPOS,0.3,30.7,4.6,0,0.52,Invoice discrepancy for March,Returns
TKT-000685,Gold,Email,Medium,RetailPOS,4.8,26.9,2.3,0,0.09,API rate limit exceeded,Billing
TKT-000686,Silver,Email,Medium,EnterpriseERP,39.4,103.7,0.8,0,-0.26,API rate limit exceeded,Returns
TKT-000687,Platinum,Phone,Medium,RetailPOS,24.3,107.1,8.9,0,-0.45,Invoice discrepancy for March,Returns
TKT-000688,Silver,WebPortal,Low,EnterpriseERP,7.1,30.6,6.3,0,-0.96,App crashes on startup,ProductInquiry
TKT-000689,Bronze,Phone,High,RetailPOS,14.8,21.8,0.6,0,0.21,App crashes on startup,ProductInquiry
TKT-000690,Bronze,Phone,High,CloudSuite,32,65.9,11.5,0,-0.57,Invoice discrepancy for March,Technical
TKT-000691,Gold,Chat,Critical,EnterpriseERP,44.2,68.1,12,0,0.57,Request refund for order #4421,Technical
TKT-000692,Silver,Chat,Low,EnterpriseERP,5.1,6.9,9.1,1,-0.94,Cannot reset password,Shipping
TKT-000693,Platinum,Chat,Medium,EnterpriseERP,9.7,54.1,10.4,0,-0.77,Request refund for order #4421,Returns
TKT-000694,Bronze,WebPortal,Low,CloudSuite,32.4,35.6,9.5,0,-0.78,Delayed shipment tracking,Returns
TKT-000695,Gold,Email,Low,CloudSuite,3.8,24,6.9,0,0.02,Delayed shipment tracking,Returns
TKT-000696,Gold,Email,Critical,MobileApp,14.5,39,11.1,0,0.53,Cannot reset password,Shipping
TKT-000697,Bronze,Email,Critical,EnterpriseERP,41.3,51.3,8.5,0,0.43,Request refund for order #4421,Shipping
TKT-000698,Platinum,Phone,Critical,CloudSuite,1.3,89.3,2.2,0,-0.46,Delayed shipment tracking,Returns
TKT-000699,Platinum,Email,Medium,CloudSuite,46.3,60.6,10.5,0,0.56,Delayed shipment tracking,Returns
TKT-000700,Gold,Phone,Critical,CloudSuite,36.1,12.8,3.9,0,1,Delayed shipment tracking,Billing
TKT-000701,Platinum,WebPortal,Medium,CloudSuite,41.4,48.1,1.9,0,0.27,Invoice discrepancy for March,Technical
